Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type, Item_MRP ,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size_Cleaned,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCC42,15,Low Fat,0.04499948,Health and Hygiene,140.48,OUT045,2002,Medium,Tier 2,Supermarket Type1,1685.8056
FDS47,16.75,Low Fat,0.12888573,Breads,87.69,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552
DRK35,8.37,Low Fat,0.120256303,Hard Drinks,39.25,OUT010,1998,Medium,Tier 3,Grocery Store,75.9012
DRF37,11.85,Low Fat,0,Soft Drinks,261.29,OUT019,1985,Small,Tier 1,Grocery Store,788.973
DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,3530.0716
FDB28,6.62,Low Fat,0.093913607,Dairy,198.74,OUT017,2007,Medium,Tier 2,Supermarket Type1,1186.4556
FDU50,5.75,Regular,0.075287081,Dairy,115.32,OUT049,1999,Medium,Tier 1,Supermarket Type1,572.588
FDD22,10,Low Fat,0.100055625,Snack Foods,113.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,3467.4864
FDG04,13.1,Low Fat,0.006061565,Frozen Foods,188.99,OUT035,2004,Small,Tier 2,Supermarket Type1,4303.0654
FDM08,10.1,Regular,0.053667516,Fruits and Vegetables,223.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264
FDI28,12.87,Low Fat,0.026194237,Frozen Foods,79.03,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
FDM57,11.65,Regular,0.076002991,Snack Foods,83.49,OUT045,2002,Medium,Tier 2,Supermarket Type1,503.3448
NCS17,13.14,Low Fat,0.080111611,Health and Hygiene,94.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,4065.3748
FDX44,9.3,Low Fat,0.043141572,Fruits and Vegetables,90.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408
DRE03,19.6,Low Fat,0.024276035,Dairy,45.37,OUT045,2002,Medium,Tier 2,Supermarket Type1,614.5334
FDT46,11.35,Low Fat,0.03093263,Snack Foods,51.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,607.2096
FDW60,5.44,Regular,0.017096552,Baking Goods,178.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,3175.866
FDE44,14.65,Low Fat,0.172357491,Fruits and Vegetables,50.87,OUT017,2007,Medium,Tier 2,Supermarket Type1,788.3072
FDT24,12.35,Regular,0.185824165,Baking Goods,78.53,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0952
FDO20,12.85,Regular,0.152988295,Fruits and Vegetables,253.74,OUT017,2007,Medium,Tier 2,Supermarket Type1,2271.0438
FDV47,17.1,Low Fat,0,Breads,85.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452
FDZ26,11.6,Regular,0.143897558,Dairy,240.62,OUT013,1987,High,Tier 3,Supermarket Type1,2868.2664
FDK48,7.45,Low Fat,0.037845086,Baking Goods,75.54,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204
FDX32,13.22,Regular,0.1748389,Fruits and Vegetables,142.88,OUT019,1985,Small,Tier 1,Grocery Store,433.4358
FDE56,13.22,Regular,0.278730642,Fruits and Vegetables,63.22,OUT019,1985,Small,Tier 1,Grocery Store,247.6776
DRJ01,6.14,Low Fat,0.115500999,Soft Drinks,161.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.74,OUT010,1998,Medium,Tier 3,Grocery Store,98.5384
NCN07,18.5,Low Fat,0.033938279,Others,132.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284
FDI28,14.3,Low Fat,0.026299797,Frozen Foods,79.43,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644
NCO55,13.85,Low Fat,0.159394437,Others,105.69,OUT019,1985,Small,Tier 1,Grocery Store,214.3876
FDP46,15.35,Low Fat,0,Snack Foods,88.28,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66
FDX26,17.7,Low Fat,0,Dairy,182.53,OUT013,1987,High,Tier 3,Supermarket Type1,2736.438
FDD56,15.2,Regular,0.10377827,Fruits and Vegetables,175.61,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756
FDP12,9.8,Regular,0.045522854,Baking Goods,35.09,OUT017,2007,Medium,Tier 2,Supermarket Type1,352.874
FDT40,12.87,Low Fat,0.095331433,Frozen Foods,125.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356
FDV57,15.25,Regular,0,Snack Foods,179.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022
FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.69,OUT017,2007,Medium,Tier 2,Supermarket Type1,3111.9492
FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.01,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224
FDV36,12.28,Low Fat,0.026174636,Baking Goods,127.1,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
FDQ01,19.7,Regular,0.160671255,Canned,254.7,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196
FDW46,13,Regular,0.070243155,Snack Foods,65.75,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904
FDW19,13.22,Regular,0.038313981,Fruits and Vegetables,109.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.137
FDY01,11.8,Regular,0.170548238,Canned,113.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.2008
FDG60,20.35,Low Fat,0.060794097,Baking Goods,233.66,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776
FDL22,16.85,Low Fat,0.036446751,Snack Foods,90.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368
DRK01,7.63,Low Fat,0.061188147,Soft Drinks,94.04,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134.5232
FDO12,15.75,Low Fat,0.054884821,Baking Goods,195.35,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068
FDX12,18.2,Regular,0.026064486,Baking Goods,241.82,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.3332
FDR28,13.85,Regular,0.025936747,Frozen Foods,164.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
FDH57,10.9,Low Fat,0.035949725,Fruits and Vegetables,132.93,OUT017,2007,Medium,Tier 2,Supermarket Type1,3295.71
FDC04,15.6,Low Fat,0.045168898,Dairy,242.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.1686
NCI06,11.3,Low Fat,0.04767798,Household,181.47,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086
NCY53,20,Low Fat,0.058812134,Health and Hygiene,111.65,OUT017,2007,Medium,Tier 2,Supermarket Type1,1565.9616
FDR22,19.35,Regular,0.018667601,Snack Foods,112.95,OUT017,2007,Medium,Tier 2,Supermarket Type1,2908.2144
FDM33,15.6,Low Fat,0.087646694,Snack Foods,221.58,OUT013,1987,High,Tier 3,Supermarket Type1,5509.495
FDO57,12.99,Low Fat,0.19033746,Snack Foods,159.46,OUT019,1985,Small,Tier 1,Grocery Store,160.4578
FDO56,10.2,Regular,0.045165796,Fruits and Vegetables,118.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,1640.5312
FDO58,12.99,Low Fat,0.039385518,Snack Foods,164.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416
FDQ45,9.5,Regular,0.010914988,Snack Foods,183.86,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.6512
FDO60,12.28,Low Fat,0.034203092,Baking Goods,43.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,624.5204
FDI34,10.65,Regular,0.085268317,Snack Foods,229.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.2356
FDJ26,12.31,Regular,0.084354713,Canned,215.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,4915.6014
FDV08,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.85,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356
DRD60,15.7,Low Fat,0.037383778,Soft Drinks,179.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634
FDX20,13.22,Low Fat,0.042354152,Fruits and Vegetables,227.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,7017.532
FDG59,15.85,Low Fat,0.043410693,Starchy Foods,39.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,154.4656
FDN58,13.8,Regular,0.056872392,Snack Foods,231.2,OUT046,1997,Small,Tier 1,Supermarket Type1,5097.3648
FDV48,9.2,Regular,0.051573903,Baking Goods,79.86,OUT013,1987,High,Tier 3,Supermarket Type1,785.644
FDA15,9.3,Low Fat,0.016113019,Dairy,248.81,OUT017,2007,Medium,Tier 2,Supermarket Type1,5976.2208
FDI19,15.1,Low Fat,0.052295514,Meat,242.95,OUT013,1987,High,Tier 3,Supermarket Type1,4847.024
FDX19,19.1,Low Fat,0.097127867,Fruits and Vegetables,234.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706
FDO52,11.6,Regular,0.077284566,Frozen Foods,172.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765
NCO05,7.27,Low Fat,0.046653872,Health and Hygiene,98.64,OUT045,2002,Medium,Tier 2,Supermarket Type1,1970.768
NCP17,19.35,Low Fat,0.02775746,Health and Hygiene,62.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,1534.0032
FDK56,9.7,Low Fat,0,Fruits and Vegetables,186.79,OUT010,1998,Medium,Tier 3,Grocery Store,561.2694
NCG43,20.2,Low Fat,0,Household,94.15,OUT046,1997,Small,Tier 1,Supermarket Type1,832.9158
DRM59,11.4,Low Fat,0.003574698,Hard Drinks,154.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.7958
FDA47,10.5,Regular,0.11733375,Baking Goods,164.12,OUT017,2007,Medium,Tier 2,Supermarket Type1,2773.057
FDY20,12.5,Regular,0.081684728,Fruits and Vegetables,92.35,OUT013,1987,High,Tier 3,Supermarket Type1,1177.1344
FDZ22,12.99,Low Fat,0.079261744,Snack Foods,81.83,OUT019,1985,Small,Tier 1,Grocery Store,83.225
FDB52,17.75,Low Fat,0.030410273,Dairy,256.07,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376
NCS29,9,Low Fat,0.069938838,Health and Hygiene,264.89,OUT017,2007,Medium,Tier 2,Supermarket Type1,2914.8724
DRC12,17.85,Low Fat,0.037885683,Soft Drinks,190.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094
FDP13,12.31,Regular,0.235183205,Canned,41.55,OUT019,1985,Small,Tier 1,Grocery Store,79.896
DRF23,4.61,Low Fat,0.123151947,Hard Drinks,175.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.2752
FDB56,8.75,Regular,0.074565098,Fruits and Vegetables,186.86,OUT013,1987,High,Tier 3,Supermarket Type1,7322.4684
FDQ47,7.16,Regular,0.169137707,Breads,35.29,OUT017,2007,Medium,Tier 2,Supermarket Type1,388.1614
FDY39,12.82,Regular,0,Meat,182.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,7717.9536
FDY36,12.3,Low Fat,0.009429612,Baking Goods,71.34,OUT045,2002,Medium,Tier 2,Supermarket Type1,1098.57
NCM17,7.93,Low Fat,0.071076672,Health and Hygiene,44.91,OUT013,1987,High,Tier 3,Supermarket Type1,802.9548
DRN35,8.01,Low Fat,0.070234306,Hard Drinks,34.95,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298
FDK22,9.8,Low Fat,0.043663452,Snack Foods,217.19,OUT010,1998,Medium,Tier 3,Grocery Store,432.77
FDI07,12.82,Regular,0.059110912,Meat,199.34,OUT019,1985,Small,Tier 1,Grocery Store,395.4852
DRK37,5,Low Fat,0,Soft Drinks,190.45,OUT010,1998,Medium,Tier 3,Grocery Store,379.506
NCP05,19.6,Low Fat,0.042324556,Health and Hygiene,150.9,OUT010,1998,Medium,Tier 3,Grocery Store,303.6048
NCD42,16.5,Low Fat,0.012657494,Health and Hygiene,36.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.8638
FDW11,12.6,Low Fat,0.048857925,Breads,61.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,1052.6298
FDI14,14.1,Low Fat,0.090185027,Canned,140.25,OUT017,2007,Medium,Tier 2,Supermarket Type1,2681.8424
NCY42,6.38,Low Fat,0.015186146,Household,144.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528
FDV26,20.25,Regular,0,Dairy,194.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,4291.7468
FDX15,12.82,Low Fat,0.155541973,Meat,159.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,641.8312
NCG07,12.3,Low Fat,0.052502049,Household,190.85,OUT046,1997,Small,Tier 1,Supermarket Type1,4364.319
FDC44,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.85,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.1842
FDC47,15,Low Fat,0.118868155,Snack Foods,229.47,OUT035,2004,Small,Tier 2,Supermarket Type1,5937.6044
NCK53,11.6,Low Fat,0.037639672,Health and Hygiene,98.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1388.8588
FDY49,12.31,Regular,0.021031586,Canned,164.72,OUT019,1985,Small,Tier 1,Grocery Store,495.3552
NCM07,13.85,Low Fat,0.069968018,Others,83.99,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
FDR47,17.85,Low Fat,0.087963415,Breads,193.38,OUT017,2007,Medium,Tier 2,Supermarket Type1,4291.7468
FDS59,14.8,Regular,0.043885147,Breads,108.76,OUT035,2004,Small,Tier 2,Supermarket Type1,1867.569
DRK47,7.91,Low Fat,0.064163983,Hard Drinks,229.97,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388
FDZ27,13.43,Low Fat,0,Dairy,51.24,OUT019,1985,Small,Tier 1,Grocery Store,49.935
FDE36,12.28,Regular,0,Baking Goods,165.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644
FDM51,11.8,Regular,0.02592132,Meat,101.97,OUT035,2004,Small,Tier 2,Supermarket Type1,1731.7458
FDY48,14,Low Fat,0.023734872,Baking Goods,103.23,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.5976
FDA35,14.85,Regular,0.053921264,Baking Goods,123.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152
NCL31,7.39,Low Fat,0.120770963,Others,143.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.352
FDC47,15,Low Fat,0.118791698,Snack Foods,229.97,OUT013,1987,High,Tier 3,Supermarket Type1,4339.0186
FDI26,12.31,Low Fat,0.034717799,Canned,179.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,6066.7696
FDQ16,19.7,Low Fat,0.041823046,Frozen Foods,108.09,OUT045,2002,Medium,Tier 2,Supermarket Type1,1965.4416
FDK15,10.8,Low Fat,0.164724567,Meat,98.4,OUT010,1998,Medium,Tier 3,Grocery Store,99.2042
NCO53,13.14,Low Fat,0.174336148,Health and Hygiene,184.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.628
FDG12,12.28,Regular,0.006295472,Baking Goods,122.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038
FDU28,12.87,Regular,0.093463546,Frozen Foods,189.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.0568
FDI20,13.22,Low Fat,0.067520165,Fruits and Vegetables,211.36,OUT019,1985,Small,Tier 1,Grocery Store,422.1172
DRN37,9.6,Low Fat,0.161182103,Soft Drinks,165.32,OUT010,1998,Medium,Tier 3,Grocery Store,334.2316
FDD28,10.7,Low Fat,0.053296868,Frozen Foods,59.69,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464
FDP31,21.1,Regular,0.161474419,Fruits and Vegetables,62.92,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856
DRD27,13.43,Low Fat,0.041740624,Dairy,98.3,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
DRF01,11.85,Low Fat,0.306542848,Soft Drinks,147.31,OUT019,1985,Small,Tier 1,Grocery Store,291.6204
DRD25,6.14,Low Fat,0.079293753,Soft Drinks,111.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,2263.72
FDD53,16.2,Low Fat,0.044472637,Frozen Foods,43.35,OUT017,2007,Medium,Tier 2,Supermarket Type1,922.7988
FDQ24,15.7,Low Fat,0.073816097,Baking Goods,253.47,OUT045,2002,Medium,Tier 2,Supermarket Type1,2013.3792
FDY49,17.2,Regular,0.012080016,Canned,164.42,OUT017,2007,Medium,Tier 2,Supermarket Type1,2641.8944
NCP18,12.15,Low Fat,0.02859825,Household,150.47,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.062
FDT07,13.22,Regular,0.076944658,Fruits and Vegetables,257.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.657
FDG46,8.63,Regular,0.055084019,Snack Foods,114.75,OUT010,1998,Medium,Tier 3,Grocery Store,455.4072
FDH50,15,Regular,0.162093059,Canned,182.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1290.9862
FDS40,12.87,Low Fat,0.024546148,Frozen Foods,34.62,OUT019,1985,Small,Tier 1,Grocery Store,36.619
FDZ60,12.28,Low Fat,0.118783796,Baking Goods,108.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725.7536
FDG38,8.98,Regular,0.052836076,Canned,86.62,OUT045,2002,Medium,Tier 2,Supermarket Type1,1619.2256
FDG31,12.15,Low Fat,0.037889224,Meat,64.78,OUT035,2004,Small,Tier 2,Supermarket Type1,904.1564
FDS39,6.9,Low Fat,0.022587621,Meat,143.78,OUT017,2007,Medium,Tier 2,Supermarket Type1,1994.7368
FDL22,12.99,Low Fat,0.036213953,Snack Foods,92.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625.9152
FDQ20,8.33,Low Fat,0.029779207,Fruits and Vegetables,39.31,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
DRB24,8.79,Low Fat,0.020693619,Soft Drinks,153.17,OUT017,2007,Medium,Tier 2,Supermarket Type1,1853.5872
DRI51,13.43,Low Fat,0.042037073,Dairy,172.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,6183.9504
FDJ60,19.35,Regular,0.062516602,Baking Goods,163.92,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.2496
FDB40,17.5,Regular,0.012620221,Dairy,144.81,OUT010,1998,Medium,Tier 3,Grocery Store,291.6204
FDO15,16.75,Regular,0.008615,Meat,72.4,OUT017,2007,Medium,Tier 2,Supermarket Type1,739.038
FDI53,8.9,Regular,0.137618927,Frozen Foods,161.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596
FDZ14,7.71,Regular,0.047588696,Dairy,122.48,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
NCD54,13.38,Low Fat,0.050790917,Household,142.78,OUT019,1985,Small,Tier 1,Grocery Store,144.4786
FDF28,15.7,Regular,0.037864721,Frozen Foods,124.1,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.5414
FDD39,16.7,Low Fat,0.070551723,Dairy,217.69,OUT017,2007,Medium,Tier 2,Supermarket Type1,2163.85
NCN54,20.35,Low Fat,0.021326471,Household,76.13,OUT046,1997,Small,Tier 1,Supermarket Type1,772.328
NCO41,12.5,Low Fat,0.018955479,Health and Hygiene,100.14,OUT017,2007,Medium,Tier 2,Supermarket Type1,2167.8448
FDH45,15.1,Regular,0.105666833,Fruits and Vegetables,41.68,OUT046,1997,Small,Tier 1,Supermarket Type1,495.3552
NCD55,14,Low Fat,0.040725405,Household,43.45,OUT010,1998,Medium,Tier 3,Grocery Store,41.9454
DRK35,8.37,Low Fat,0.072252888,Hard Drinks,39.65,OUT017,2007,Medium,Tier 2,Supermarket Type1,834.9132
FDM25,10.7,Regular,0.061008889,Breakfast,177.57,OUT017,2007,Medium,Tier 2,Supermarket Type1,2636.568
NCW30,5.21,Low Fat,0.011007815,Household,259.6,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.9582
FDU15,13.65,Regular,0,Meat,37.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,575.2512
DRN35,8.01,Low Fat,0.070247589,Hard Drinks,37.55,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.2216
FDN28,5.88,Regular,0.030294931,Frozen Foods,104.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,412.796
NCK29,5.62,Low Fat,0.210511558,Health and Hygiene,121.37,OUT010,1998,Medium,Tier 3,Grocery Store,123.173
FDA49,19.7,Low Fat,0.0650227,Canned,87.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.7584
FDE40,13.43,Regular,0.173587926,Dairy,60.02,OUT019,1985,Small,Tier 1,Grocery Store,123.8388
FDD52,18.25,Regular,0.183579854,Dairy,110.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977.426
FDZ31,15.35,Regular,0.113678422,Fruits and Vegetables,189.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,2492.7552
FDA13,12.31,Low Fat,0.078174543,Canned,39.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,721.0614
FDU08,10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2,OUT013,1987,High,Tier 3,Supermarket Type1,396.8168
FDU15,13.65,Regular,0.026602089,Meat,35.15,OUT046,1997,Small,Tier 1,Supermarket Type1,790.9704
FDD45,8.62,Low Fat,0.116226984,Fruits and Vegetables,95.94,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.7644
FDY50,5.8,Low Fat,0.131221393,Dairy,87.82,OUT045,2002,Medium,Tier 2,Supermarket Type1,1070.6064
FDD08,8.3,Low Fat,0.035409328,Fruits and Vegetables,36.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,834.9132
NCE30,16,Low Fat,0,Household,210.49,OUT045,2002,Medium,Tier 2,Supermarket Type1,3610.6334
FDB05,5.16,Low Fat,0.083327693,Frozen Foods,247.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944.2624
FDS09,8.9,Regular,0.08125293,Snack Foods,49.8,OUT045,2002,Medium,Tier 2,Supermarket Type1,1062.6168
FDZ07,15.1,Regular,0,Fruits and Vegetables,63.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362.2268
FDS57,15.5,Low Fat,0.103422709,Snack Foods,144.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.764
FDX28,6.33,Low Fat,0.125688044,Frozen Foods,100.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.2882
FDN56,13.22,Regular,0.187443314,Fruits and Vegetables,145.88,OUT019,1985,Small,Tier 1,Grocery Store,288.9572
FDX44,9.3,Low Fat,0.04295842,Fruits and Vegetables,89.32,OUT035,2004,Small,Tier 2,Supermarket Type1,2051.9956
NCF19,13.38,Low Fat,0.034938717,Household,49,OUT027,1985,Medium,Tier 3,Supermarket Type3,826.2578
NCA17,20.6,Low Fat,0.045603215,Health and Hygiene,149.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584
FDY40,15.5,Regular,0.085834992,Frozen Foods,49.67,OUT046,1997,Small,Tier 1,Supermarket Type1,788.3072
NCX54,9.2,Low Fat,0.048050783,Household,105.66,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952
FDK28,5.7,Low Fat,0.065589906,Frozen Foods,258.26,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566
FDI32,13.22,Low Fat,0.173529036,Fruits and Vegetables,113.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692
FDT11,5.94,Regular,0.029492018,Breads,188.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDO32,6.36,Low Fat,0.121225455,Fruits and Vegetables,45.91,OUT017,2007,Medium,Tier 2,Supermarket Type1,1118.544
DRJ01,11.85,Low Fat,0.114475357,Soft Drinks,160.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304
FDW02,4.81,Regular,0,Dairy,123.97,OUT045,2002,Medium,Tier 2,Supermarket Type1,2253.0672
NCK30,14.85,Low Fat,0.060927824,Household,254.87,OUT013,1987,High,Tier 3,Supermarket Type1,4819.7262
NCM43,14.5,Low Fat,0.019459164,Others,161.62,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573
FDJ14,10.3,Regular,0.050070476,Canned,77.9,OUT046,1997,Small,Tier 1,Supermarket Type1,1278.336
FDE59,12.15,Low Fat,0.06227604,Starchy Foods,37.95,OUT035,2004,Small,Tier 2,Supermarket Type1,1078.596
FDN10,11.5,Low Fat,0.046217345,Snack Foods,120.31,OUT045,2002,Medium,Tier 2,Supermarket Type1,474.0496
NCC18,19.1,Low Fat,0.177270016,Household,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.422
FDN34,12.99,Regular,0.080127283,Snack Foods,168.71,OUT019,1985,Small,Tier 1,Grocery Store,338.2264
FDU12,15.5,Regular,0.076059648,Baking Goods,265.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.2544
FDR33,7.31,Low Fat,0.026788937,Snack Foods,110.36,OUT046,1997,Small,Tier 1,Supermarket Type1,3185.853
FDP33,18.7,Low Fat,0.089197963,Snack Foods,257.37,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376
FDT49,7,Low Fat,0.151279591,Canned,107.03,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256
FDK02,12.5,Low Fat,0.112203445,Canned,121.14,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128
NCM07,9.4,Low Fat,0.039961837,Others,84.09,OUT046,1997,Small,Tier 1,Supermarket Type1,419.454
FDX38,10.5,Regular,0.048207017,Dairy,45.94,OUT046,1997,Small,Tier 1,Supermarket Type1,575.2512
FDS56,5.79,Regular,0.064871045,Fruits and Vegetables,262.13,OUT010,1998,Medium,Tier 3,Grocery Store,786.9756
FDU26,16.7,Regular,0.042685217,Dairy,120.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,1072.6038
FDR16,5.85,Regular,0.105181277,Frozen Foods,214.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.045
FDA58,9.4,Low Fat,0.103751236,Snack Foods,235.89,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728
FDI26,5.94,Low Fat,0.035028853,Canned,179.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408
FDU36,6.15,Low Fat,0.046262201,Baking Goods,97.84,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064
FDG60,20.35,Low Fat,0.060688248,Baking Goods,234.26,OUT035,2004,Small,Tier 2,Supermarket Type1,4687.232
FDH14,17.1,Regular,0.078347922,Canned,141.88,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676
FDQ37,12.77,Low Fat,0.088828418,Breakfast,192.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,7943.6598
FDW23,5.77,Low Fat,0.081944045,Baking Goods,36.72,OUT013,1987,High,Tier 3,Supermarket Type1,849.5608
FDM03,12.65,Low Fat,0.123726711,Meat,107.79,OUT017,2007,Medium,Tier 2,Supermarket Type1,2251.0698
FDB58,10.5,Regular,0.013485235,Snack Foods,140.02,OUT013,1987,High,Tier 3,Supermarket Type1,3119.9388
FDR09,18.25,Low Fat,0.077659918,Snack Foods,260.3,OUT013,1987,High,Tier 3,Supermarket Type1,1035.9848
FDR48,11.65,Low Fat,0,Baking Goods,149.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288
FDZ52,19.2,Low Fat,0.100074524,Frozen Foods,110.29,OUT046,1997,Small,Tier 1,Supermarket Type1,778.3202
